,City,Country,Latitude,Longitude,Date,Tempature,Humidity,Clouds,Wind
489,sorvag,fo,59.251746325929844,-12.125902823038075,1510931499.0,48.04,100.0,80.0,36.84
491,morwell,au,-39.326572015429,146.6316216104138,1510931500.0,61.81,89.0,12.0,22.19
493,beira,mz,-20.532648063236167,35.910225977935795,1510931501.0,75.89,100.0,88.0,20.51
499,morden,ca,49.067670007322135,-98.17967225518527,1510930500.0,18.93,73.0,1.0,10.29
501,tabiauea,ki,0.22532854821459125,168.3389561971784,1510931502.0,80.57,100.0,88.0,8.66
502,bushenyi,ug,-0.492247040801999,30.03221302477573,1510931502.0,66.98,97.0,88.0,4.63
505,alakurtti,ru,66.62031926971449,30.74513125447899,1510931503.0,21.58,88.0,92.0,5.86
506,korla,cn,37.075467157028,84.59246630822713,1510931504.0,22.03,84.0,0.0,3.74
507,almaznyy,ru,64.35967652171928,114.83901835476104,1510931504.0,-9.88,68.0,36.0,6.64
509,vuktyl,ru,63.37198029457082,57.199226277933064,1510931505.0,24.28,83.0,80.0,4.41
511,nuevo progreso,mx,23.573266703736664,-94.07803720014486,1510931505.0,77.24,100.0,100.0,6.98
513,laguna,br,-42.80540186636236,-33.316532653594294,1510931506.0,50.24,100.0,8.0,5.19
514,malinovskiy,ru,60.722352784821936,62.55929818951026,1510931506.0,20.41,90.0,80.0,3.4
515,luebo,cd,-5.29690308914013,20.49877475715158,1510931507.0,77.96,82.0,80.0,1.39
516,alekseyevka,ru,52.34287619064153,51.61725484121661,1510931508.0,33.46,93.0,88.0,9.66
518,zaraza,ve,8.602307922032011,-65.43961006674773,1510931508.0,83.72,95.0,8.0,11.01
520,copiapo,cl,-27.11269071886946,-72.06414266082592,1510931509.0,60.01,100.0,80.0,14.47
522,viedma,ar,-41.06351384362096,-60.70651607971497,1510931509.0,54.65,100.0,64.0,22.53
523,margate,za,-39.4876805575883,41.03759757715122,1510931510.0,61.94,92.0,48.0,26.55
525,otane,nz,-42.0703641291752,178.26969175553404,1510931510.0,55.1,100.0,0.0,17.27
534,kamenka,ru,70.06672350244813,45.570312499211354,1510931511.0,34.22,100.0,44.0,5.41
537,sayyan,ye,15.165514157662955,46.33100532889074,1510931512.0,65.45,16.0,0.0,4.52
539,hasaki,jp,36.125506535368345,142.7897153602692,1510931512.0,61.04,100.0,88.0,12.68
543,makungu,tz,-9.11277657690033,35.235048493759905,1510931513.0,84.04,30.0,0.0,6.64
549,brae,gb,62.53823758042549,-0.681170407266535,1510931513.0,45.11,100.0,44.0,40.87
551,geraldton,au,-32.62533589832364,104.0821309681541,1510931514.0,60.14,100.0,88.0,15.26
553,taltal,cl,-25.32504649715743,-75.88652366659123,1510931515.0,62.44,100.0,88.0,16.49
554,ponta delgada,pt,35.01605129102289,-26.57825798822128,1510931515.0,68.24,100.0,44.0,2.39
556,umm kaddadah,sd,13.584074189622811,25.830954946973492,1510931516.0,93.71,17.0,0.0,4.29
559,pahrump,us,36.72059636964593,-116.3115442306236,1510930500.0,63.25,44.0,1.0,19.46
563,port keats,au,-14.986528407291772,129.62769951010262,1510931517.0,77.24,100.0,56.0,5.3
564,saryshagan,kz,45.617538739361635,73.92752651134245,1510931518.0,39.08,98.0,12.0,14.81
565,hovd,mn,44.599711798004364,98.41016966614222,1510931518.0,8.44,62.0,8.0,1.39
572,klaksvik,fo,70.58063911288892,-5.9903283383590065,1510931519.0,39.04,94.0,64.0,32.37
574,moree,au,-29.65560614219595,149.4346087557322,1510931520.0,63.74,96.0,100.0,11.9
575,sahrak,af,34.07666500453816,64.26335885715625,1510931520.0,22.52,80.0,8.0,2.39
576,hamilton,bm,30.06936441762548,-63.864693244368866,1510931521.0,75.44,100.0,48.0,3.96
578,sabang,id,8.671615357426958,95.35225892285007,1510931521.0,83.59,100.0,8.0,1.61
582,newport,us,44.909986873495484,-125.61423687580148,1510931522.0,52.99,100.0,88.0,19.28
585,cairns,au,-15.158877569608578,147.12716476229218,1510931522.0,79.76,100.0,36.0,18.05
587,bandarbeyla,so,5.797597295309544,60.38678552232494,1510931523.0,82.37,100.0,36.0,9.22
588,anadyr,ru,62.45603558274203,172.80638682749054,1510931524.0,26.48,90.0,92.0,9.22
589,ulaangom,mn,48.131729194626075,93.08477646965366,1510931524.0,9.92,90.0,0.0,3.06
590,the valley,ai,23.12248899412397,-62.55480044847643,1510931525.0,76.61,100.0,80.0,11.23
592,dores do indaia,br,-19.393979813446748,-45.66247272442095,1510931525.0,85.39,59.0,0.0,10.33
593,okandja,ga,0.3616622448357134,14.04127205388508,1510931526.0,80.71,74.0,56.0,2.73
595,dryden,ca,52.31904280140134,-93.43173793864621,1510931526.0,33.19,82.0,92.0,11.68
597,rutul,ru,41.32684990390294,47.38019553811267,1510927200.0,53.6,66.0,75.0,2.24
605,ruatoria,nz,-36.717068918905596,179.73127512422178,1510931528.0,60.32,100.0,92.0,29.91
611,qasigiannguit,gl,67.99440727612472,-51.33998004619437,1510931528.0,-0.61,100.0,56.0,3.29
617,nemuro,jp,38.07460706811918,151.1200460828626,1510931529.0,58.48,100.0,12.0,16.26
627,saldanha,za,-42.37176195194225,-6.3908910053234536,1510931529.0,53.44,90.0,92.0,33.6
628,ningan,cn,44.013238021342545,129.84513598262976,1510931530.0,10.19,64.0,48.0,5.53
629,rawson,ar,-48.01767028068775,-59.20490397931286,1510931530.0,47.41,98.0,20.0,1.28
632,lolua,tv,-5.856802989554268,174.53076457368775,1510931531.0,80.84,100.0,64.0,8.66
634,praia,cv,12.33711546067839,-23.463449449907728,1510931531.0,81.11,100.0,48.0,10.67
636,yumen,cn,39.717609968695825,97.59006753737799,1510931532.0,12.08,75.0,68.0,2.39
638,amnat charoen,th,16.21514889533792,104.51497709069224,1510931533.0,78.41,88.0,8.0,2.95
639,diamantino,br,-13.525033446477181,-55.84110052648809,1510931533.0,79.76,89.0,76.0,3.62
641,geraldton,ca,51.35172156732213,-87.03878267692446,1510931534.0,18.74,82.0,92.0,11.45
643,road town,vg,23.608712216344188,-64.67548535469756,1510931535.0,75.94,100.0,92.0,4.18
644,waynesville,us,35.431892126247234,-82.94707817450663,1510929900.0,38.1,80.0,1.0,2.95
645,saint-augustin,ca,53.938284520119055,-58.1689629287209,1510931536.0,23.74,85.0,32.0,3.96
647,vanimo,pg,1.4651973460742624,142.95822046574898,1510931536.0,82.01,100.0,64.0,3.29
651,glamoc,ba,44.19302192172307,16.83004943026046,1510931537.0,34.99,97.0,88.0,2.17
652,egvekinot,ru,66.24359390796823,-178.922551703932,1510931538.0,17.21,85.0,0.0,4.63
653,kavieng,pg,6.689584830263229,155.89393075779708,1510931539.0,80.53,100.0,76.0,4.74
655,nyagan,ru,61.65255414211299,65.81009971812838,1510931541.0,16.4,92.0,80.0,3.29
656,cidreira,br,-44.606986106549115,-37.64172499257046,1510931542.0,47.59,100.0,12.0,7.76
657,pontianak,id,0.2360726587136952,110.53020427754205,1510931542.0,72.65,99.0,92.0,2.39
658,balagansk,ru,54.083071854527674,103.68436422100876,1510931543.0,-1.33,76.0,76.0,2.17
659,port hardy,ca,47.207771563928986,-130.8603592886098,1510931544.0,50.69,100.0,88.0,17.83
660,salalah,om,12.107000899547472,59.84846560180273,1510931544.0,81.65,100.0,0.0,19.51
661,maniitsoq,gl,64.76870395630041,-53.773109403573116,1510931545.0,30.04,100.0,88.0,13.24
663,meulaboh,id,-5.456717226282251,88.22562865587935,1510931545.0,81.16,100.0,48.0,0.83
668,juneau,us,57.894644003839886,-132.16697088418678,1510931546.0,-5.07,70.0,68.0,0.72
670,soe,id,-11.9659036862776,125.22324643441641,1510931547.0,85.7,100.0,24.0,11.23
672,oktyabrskiy,ru,61.48877392775782,43.34673016835285,1510931547.0,29.68,92.0,92.0,11.12
674,mantua,cu,22.52119444245288,-85.44947179427633,1510931548.0,77.29,100.0,44.0,12.8
677,ankang,cn,31.7158873934751,109.01024401005503,1510931548.0,40.21,99.0,88.0,2.17
678,portland,au,-61.18113459900881,126.97122665923808,1510931549.0,28.46,100.0,0.0,19.28
681,kalmunai,lk,4.148205380144091,88.06337881874845,1510931550.0,83.09,100.0,0.0,0.72
682,skjervoy,no,75.15022490950119,20.703583533549136,1510931550.0,34.67,100.0,36.0,20.85
685,mahebourg,mu,-34.675210786382955,69.67302812979398,1510931551.0,62.12,100.0,92.0,9.33
688,puerto varas,cl,-41.25543771149767,-72.46505452926438,1510927200.0,51.8,57.0,75.0,10.29
689,bacolod,ph,9.348185711515058,129.57766445252207,1510931552.0,82.24,100.0,20.0,6.98
690,nokaneng,bw,-20.30075695328874,20.794984176250836,1510931553.0,83.81,16.0,0.0,4.74
692,aykhal,ru,65.1769661231109,107.93186773037928,1510931553.0,-23.29,33.0,12.0,2.62
694,clarksburg,us,38.8723462701316,-80.20464232968318,1510930500.0,38.03,64.0,90.0,3.29
699,sterling,us,40.42687758294585,-102.88828970147922,1510929000.0,45.16,74.0,1.0,4.7
